0x5b8,Flag 1 - 8,Flag 9 - 16,Flag 17 - 24,Flag 25 - 32,Flag 33 - 40,Flag 41 - 48,Flag 49 - 56,Flag 57 - 63,Character Pointer,Face Pointer,Asset Pointer,Character Name Pointer,Character Description Pointer,Attack Stance Pointer,Defense Stance Pointer,Character ID,Support Route,Army ID,Replace this Character ID from GameData,Parent,Class 1,Class 2,Support ID,Level,Internal level,Enemy/Ally Flag,##UNKNOWN##,Base HP,Base Strength,Base Skill,Base Speed,Base Luck,Base Defense,Base Resistance,Base Mov,HP Cap,Strength Cap,Skill Cap,Speed Cap,Luck Cap,Defense Cap,Resistance Cap,Mov Cap,HP Growth,Strength Growth,Skill Growth,Speed Growth,Luck Growth,Defense Growth,Resistance Growth,Mov Growth,##UNKNOWN##,Sword/Katana Rank,Lance/Naginata Rank,Axe/Club Rank,Shuriken/Dagger Rank,Bow/Yumi Rank,Tome/Scroll Rank,Staff/Rod Rank,Stone Rank,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill Flags 1 - 8,Skill Flags 9 - 16,Personal Skill (Birthright),Personal Skill (Conquest),Personal Skill (Revelation),Day of birth,Month of birth,Reclass option 1,Reclass Option 2,Parent ID,Child ID,Support Index (parent - child and sibling support),Level Cap / 10,Amiibo,Combat Music Pointer,Enemy Voice Pointer,Amiibo weapon 1,Amiibo weapon 2,unk,unk,unk,unk,unk
CBA,0x0,0x0,0x0,0x0,0xa6,0x2a,0x1,0x0,0x14b5c,0x14b6c,0x14b7b,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x15437000148a400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,21578,1,0,0x40a00000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xb7,0x2a,0x1,0x0,0x14d3c,0x14d4a,0x14d57,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x15437000148a400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,21578,1,0,0x40a00000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xc6,0x2a,0x1,0x0,0x1545d,0x1518e,0x131c2,0x13929,0x0,0x152a5,0x101,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xdb,0x2a,0x1,0x0,0x14bc4,0x14bd0,0x14bdb,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x501,0x5,0x0,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x149f7000149ec000149e500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18948,1,0,0x3da3d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xf0,0x2a,0x1,0x0,0x14bc4,0x14bd0,0x14bdb,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0xa01,0x5,0x0,0x0,0,0,0,0xf00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x149f7000149ec000149e500000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18948,1,0,0x3da3d70a,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x5,0x2b,0x1,0x0,0x14b01,0x14b0d,0x14b1a,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1482400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18475,1,0,0x3f000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x12,0x2b,0x1,0x0,0x14b01,0x1546d,0x14b1a,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x500,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x1482400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18475,1,0,0x3f000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x21,0x2b,0x1,0x0,0x14d64,0x1547c,0x14d7b,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1482400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x2e,0x2b,0x1,0x0,0x14d64,0x15489,0x14d7b,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1482400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x3d,0x2b,0x1,0x0,0x15498,0x154a8,0x154b7,0x0,0x154c2,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f1200000000000154d4,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x4c,0x2b,0x1,0x0,0x154e4,0x154f4,0x15503,0x0,0x1550e,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000015520,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x5b,0x2b,0x1,0x0,0x15530,0x15540,0x1554f,0x0,0x1555a,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f12000000000001556c,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x6a,0x2b,0x1,0x0,0x1557c,0x1558c,0x1559b,0x0,0x155a8,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f1200000000000155ba,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x79,0x2b,0x1,0x0,0x155ca,0x155d8,0x155e5,0x0,0x155ee,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f1200000000000155fe,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x86,0x2b,0x1,0x0,0x1560e,0x15620,0x15631,0x0,0x1563e,0x14f07,0x100,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000015652,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x97,0x2b,0x1,0x0,0x15662,0x15674,0x15685,0x0,0x15692,0x14f07,0x101,0x0,0x0,0x3f,0x1e,0x0,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000015652,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xa8,0x2b,0x1,0x0,0x14e0e,0x13f48,0x14e1a,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x4b00,0x32,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f92,1,0,0x2f92,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xb9,0x2b,0x1,0x0,0x143c5,0x1386c,0x143d3,0x143e0,0x143ed,0x13ee4,0x1400,0x0,0x0,0x3f,0x32,0x2,0x4b00,0x32,0x0,0,0,0,0x1f400,52,30,26,24,13,25,16,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fc500014403000143fd00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xc8,0x2b,0x1,0x0,0x144dd,0x14199,0x144e9,0x144f4,0x144ff,0x1425c,0x1400,0x0,0x0,0x3f,0x93,0x502,0x4b03,0x32,0x0,0,0,0,0x12c00,52,21,17,16,0,15,9,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x142ce000000000001450d000142b8,18,69,1,0,35,69,1,0,0x4538,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f46,1,0,0x2f46,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xd5,0x2b,0x1,0x0,0x14a3e,0x14a48,0x14a51,0x0,0x0,0x147a7,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x3200,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x14a5a000142b8,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xe2,0x2b,0x1,0x0,0x1483b,0x14849,0x14856,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0xc800,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1486300000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18538,1,0,0x3ee66666,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xf3,0x2b,0x1,0x0,0x1487c,0x1488a,0x14897,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x12c00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x148a400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18605,1,0,0x3d4ccccd,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x4,0x2c,0x1,0x0,0x148bf,0x148cb,0x148d6,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x12c00,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x148e100000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18665,1,0,0x3fa00000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x13,0x2c,0x1,0x0,0x148fb,0x14909,0x14916,0x1474b,0x0,0x1481b,0x101,0x0,0x0,0x3f,0x1e,0xa01,0x4b03,0x0,0x0,0,0,0,0x19000,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x13fb6000142ce0001492300000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2f76,1,0,0x2f76,0x1,0x0,0x0,18729,1,0,0x3e4ccccd,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x24,0x2c,0x1,0x0,0x1493b,0x1494b,0x1495a,0x0,0x0,0x147a7,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x19000,0,0,0,0,0,0,0,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1496900000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,18802,1,0,0x3e4ccccd,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x37,0x2c,0x1,0x0,0x156a6,0x13757,0x15075,0x1479e,0x0,0x153d6,0x100,0x0,0x0,0x3f,0x1e,0x5,0x0,0x0,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x30c6,1,0,0x30c6,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x48,0x2c,0x1,0x0,0x156b4,0x137e7,0x15152,0x1479e,0x0,0x153d6,0x101,0x0,0x0,0x3f,0x1e,0x5,0x0,0x0,0x0,0,0,0,0xa00,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x153df00000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fe4,1,0,0x30c6,0x1,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x59,0x2c,0x1,0x0,0x14d64,0x14d70,0x14d7b,0x0,0x0,0x1481b,0x100,0x0,0x0,0x3f,0x1e,0x1,0x0,0x0,0x0,0,0,0,0x100,36,6,3,2,0,1,2,0,120,50,50,50,50,50,50,40,0,0,0,0,0,0,0,0,0x1482400000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x66,0x2c,0x1,0x0,0x134a6,0x134b0,0x134bb,0x0,0x0,0x152a5,0x10100,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x71,0x2c,0x1,0x0,0x134a6,0x138dd,0x134bb,0x0,0x0,0x152a5,0x10101,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x7c,0x2c,0x1,0x0,0x134a6,0x138dd,0x134bb,0x0,0x0,0x152a5,0x10101,0x0,0x0,0x3f,0x1e,0x0,0x4b00,0x32,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x87,0x2c,0x1,0x0,0x14ecf,0x14b0d,0x14b1a,0x151e3,0x14ef9,0x14f07,0xa00,0x0,0x0,0x3f,0x1e,0x8,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x9a,0x2c,0x1,0x0,0x14ecf,0x1546d,0x14b1a,0x151e3,0x14ef9,0x14f07,0xa00,0x0,0x0,0x3f,0x1e,0x8,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xad,0x2c,0x1,0x0,0x14ecf,0x14b35,0x14b44,0x15201,0x14ef9,0x14f07,0xa00,0x0,0x0,0x3f,0x1e,0x8,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xc2,0x2c,0x1,0x0,0x14ecf,0x14b6c,0x14b7b,0x15225,0x14ef9,0x14f07,0xa00,0x0,0x0,0x3f,0x1e,0x8,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xd7,0x2c,0x1,0x0,0x14ecf,0x1422f,0x14bf0,0x151d6,0x14ef9,0x14f07,0xa01,0x0,0x0,0x3f,0x1e,0xc,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fb600014f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fd8,1,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0xe8,0x2c,0x1,0x0,0x14ecf,0x14b9e,0x14bb1,0x15249,0x14ef9,0x14f07,0xa00,0x0,0x0,0x3f,0x1e,0x8,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x1,0x2d,0x1,0x0,0x14ecf,0x14d70,0x14d7b,0x151f2,0x14ef9,0x14f07,0x1400,0x0,0x0,0x3f,0x1e,0x10,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x12,0x2d,0x1,0x0,0x14ecf,0x14d22,0x14d2f,0x15214,0x14ef9,0x14f07,0x1400,0x0,0x0,0x3f,0x1e,0x10,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x25,0x2d,0x1,0x0,0x14ecf,0x14d4a,0x14d57,0x15238,0x14ef9,0x14f07,0x1400,0x0,0x0,0x3f,0x1e,0x10,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x38,0x2d,0x1,0x0,0x14ecf,0x1422f,0x14bf0,0x151d6,0x14ef9,0x14f07,0x1401,0x0,0x0,0x3f,0x1e,0x14,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x13fb600014f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x2fd8,1,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x49,0x2d,0x1,0x0,0x14ecf,0x14d90,0x14d99,0x14fcd,0x14ef9,0x14f07,0x1400,0x0,0x0,0x3f,0x1e,0x14,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
CBA,0x0,0x0,0x0,0x0,0x58,0x2d,0x1,0x0,0x14ecf,0x14c63,0x14c6c,0x15260,0x14ef9,0x14f07,0x1400,0x0,0x0,0x3f,0x1e,0x10,0x0,0x0,0x0,0,0,0,0x0,0,0,0,0,0,0,0,0,52,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0x14f120000000000000000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0x0,0x0,0x0,0x0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
